Year,Player,Tm,start_pct,MP,PTS,TRB,AST,FGA,FG%,3PA,3P%,2PA,2P%,FTA,FT%,STL,BLK,TOV,PF,win_pct
2001,Shareef Abdur-Rahim,VAN,1,40,20.5,9.1,3.1,15.8,0.472,0.8,0.188,15,0.487,6.6,0.834,1.1,1,2.9,2.9,0.280487805
2001,Mike Bibby,VAN,1,38.9,15.9,3.7,8.4,14.1,0.454,3.5,0.379,10.6,0.478,2.3,0.761,1.3,0.1,3,1.8,0.280487805
2001,Michael Dickerson,VAN,0.985714286,37.4,16.3,3.3,3.3,14.6,0.417,3.3,0.374,11.3,0.429,3.9,0.763,0.9,0.4,2.3,3,0.280487805
2001,Othella Harrington,VAN,0.909090909,28.8,10.9,6.6,0.8,8.8,0.466,0.1,0,8.7,0.47,3.5,0.779,0.4,0.6,2.4,3.1,0.280487805
2001,Bryant Reeves,VAN,0.64,24.4,8.3,6,1.1,7.4,0.46,0.1,0.25,7.3,0.462,1.9,0.796,0.6,0.7,1.2,3.2,0.280487805
2001,Calbert Cheaney,DEN,0.555555556,17,2.3,2.2,1,3.3,0.333,0,,3.3,0.333,0.2,0.5,0.4,0.2,0.6,1.6,0.487804878
2001,Raef LaFrentz,DEN,0.948717949,31.5,12.9,7.8,1.4,10.4,0.477,1.8,0.367,8.6,0.499,3.4,0.698,0.5,2.6,1.2,3.7,0.487804878
2001,Voshon Lenard,DEN,0.725,29.1,12.2,2.9,2.4,10.6,0.397,4.8,0.385,5.8,0.407,2.4,0.797,0.8,0.2,1.3,2.1,0.487804878
2001,Antonio McDyess,DEN,1,36.5,20.8,12.1,2.1,16.6,0.495,0,,16.6,0.495,6.2,0.7,0.6,1.5,2.3,3.1,0.487804878
2001,James Posey,DEN,1,27.5,8.1,5.3,2,7.2,0.412,2.6,0.3,4.5,0.477,1.7,0.816,1.1,0.5,1.2,2.8,0.487804878
2001,Nick Van Exel,DEN,0.985915493,37.9,17.7,3.4,8.5,15.7,0.414,5,0.377,10.6,0.431,3.5,0.819,0.9,0.3,2.3,1.5,0.487804878
2001,Darrell Armstrong,ORL,1,36.9,15.9,4.6,7,13.4,0.412,5.4,0.355,8,0.451,3.3,0.884,1.8,0.2,2.7,2.1,0.524390244
2001,Andrew DeClercq,ORL,0.76119403,13.5,3.9,3.5,0.5,2.9,0.554,0,,2.9,0.554,1.2,0.573,0.6,0.5,0.8,3,0.524390244
2001,Grant Hill  *,ORL,1,33.3,13.8,6.3,6.3,10.8,0.442,0.3,1,10.5,0.429,6.5,0.615,1.3,0.5,2.8,2.3,0.524390244
2001,Tracy McGrady  *,ORL,1,40.1,26.8,7.5,4.6,22.4,0.457,2.2,0.355,20.2,0.468,7.6,0.733,1.5,1.5,2.6,2.1,0.524390244
2001,Mike Miller,ORL,0.756097561,29.1,11.9,4,1.7,10.3,0.436,4.4,0.407,5.9,0.457,1.6,0.711,0.6,0.2,1.2,2.4,0.524390244
2001,Bo Outlaw,ORL,0.8625,31.7,7.3,7.7,2.8,4.6,0.614,0,0.5,4.6,0.615,2.8,0.573,1.3,1.7,1.8,3,0.524390244
2001,Michael Finley,DAL,1,42,21.5,5.2,4.4,18.9,0.458,3.2,0.346,15.7,0.481,4,0.775,1.4,0.4,2.3,2.1,0.646341463
2001,Juwan Howard,DAL,1,36.8,17.8,7.1,2.6,14.5,0.488,0.1,0,14.4,0.492,4.7,0.78,1.1,0.6,2.7,3.9,0.646341463
2001,Christian Laettner,DAL,0.660377358,17.5,7.5,4,1.3,6.1,0.511,0.1,0.333,6,0.513,1.5,0.817,0.8,0.5,1.3,3,0.646341463
2001,Steve Nash  *,DAL,1,34.1,15.6,3.2,7.3,11.3,0.487,3.1,0.406,8.2,0.518,3.7,0.895,1,0.1,2.9,2.3,0.646341463
2001,Dirk Nowitzki,DAL,1,38.1,21.8,9.2,2.1,15.2,0.474,4.8,0.387,10.5,0.513,6.6,0.838,1,1.2,1.9,3,0.646341463
2001,Courtney Alexander,WAS,0.666666667,33.7,17,3,1.5,14.6,0.448,1.3,0.389,13.3,0.454,3.9,0.857,1.1,0.1,2,2.3,0.231707317
2001,Calvin Booth,WAS,0.55,16,4.5,4.4,0.6,4.2,0.44,0,,4.2,0.44,1.1,0.733,0.4,2,0.9,2.3,0.231707317
2001,Hubert Davis,WAS,0.733333333,28.7,10.2,2,3.3,7.9,0.479,2.5,0.526,5.4,0.457,1.4,0.905,0.4,0,1.7,1.9,0.231707317
2001,Richard Hamilton,WAS,0.538461538,32.3,18.1,3.1,2.9,16,0.438,1.9,0.274,14.1,0.46,4.1,0.868,1,0.1,2.6,2.6,0.231707317
2001,Juwan Howard,WAS,1,36.7,18.2,7,2.9,15.3,0.474,0,,15.3,0.474,4.7,0.77,0.9,0.4,3.1,3.4,0.231707317
2001,Christian Laettner,WAS,0.52,29.3,13.2,6.1,2.3,9.1,0.491,0.4,0.3,8.7,0.5,4.9,0.844,1.2,0.8,2.7,3.3,0.231707317
2001,Felipe López,WAS,0.808510638,23.6,8.1,3.4,1.6,6.9,0.436,0.6,0.207,6.3,0.458,2.6,0.732,0.9,0.4,1.2,2.3,0.231707317
2001,Mitch Richmond  *,WAS,0.810810811,32.9,16.2,2.9,3,13.6,0.407,3.6,0.338,10,0.431,4.3,0.894,1.2,0.2,2.3,2.3,0.231707317
2001,Rod Strickland,WAS,0.848484848,30.9,12.2,3.2,7,10,0.426,0.5,0.25,9.5,0.435,4.5,0.782,1.3,0.1,2.5,1.7,0.231707317
2001,Jahidi White,WAS,0.823529412,23.7,8.6,7.7,0.3,6,0.498,0,0,6,0.499,4.6,0.567,0.5,1.6,2,3.1,0.231707317
2001,Chris Whitney,WAS,0.525423729,26,9.5,1.8,4.2,8,0.387,4.2,0.375,3.8,0.401,1.9,0.894,0.9,0.1,1.7,2.5,0.231707317
2001,Ray Allen  *,MIL,1,38.2,22,5.2,4.6,16,0.48,5.7,0.433,10.3,0.506,4.8,0.888,1.5,0.2,2.5,2.3,0.634146341
2001,Sam Cassell,MIL,0.986842105,35.6,18.2,3.8,7.6,14.9,0.474,1.3,0.306,13.6,0.49,4.3,0.858,1.2,0.1,2.9,2.8,0.634146341
2001,Mark Pope,MIL,0.714285714,15,2.4,2.3,0.6,2.3,0.437,0.4,0.208,1.9,0.483,0.6,0.629,0.3,0.4,0.3,2.2,0.634146341
2001,Glenn Robinson,MIL,0.973684211,37,22,6.9,3.3,19.2,0.468,2.4,0.299,16.8,0.493,4,0.82,1.1,0.8,2.9,2.5,0.634146341
2001,Derek Anderson,SAS,1,34.9,15.5,4.4,3.7,12.1,0.416,3.1,0.399,9,0.422,4.9,0.851,1.5,0.2,2,2.3,0.707317073
2001,Tim Duncan  *,SAS,1,38.7,22.2,12.2,3,17.1,0.499,0.3,0.259,16.8,0.504,8.1,0.618,0.9,2.3,3,3,0.707317073
2001,Sean Elliott,SAS,0.653846154,23.6,7.9,3.3,1.6,6.5,0.434,2.5,0.426,4,0.438,1.6,0.714,0.4,0.5,1,1.5,0.707317073
2001,Terry Porter,SAS,0.525,21,7.2,2.5,3.1,5.5,0.448,2.6,0.424,2.9,0.468,1.5,0.793,0.7,0.1,1.3,1.1,0.707317073
2001,David Robinson  *,SAS,1,29.6,14.4,8.6,1.5,10.3,0.486,0,0,10.3,0.487,5.9,0.747,1,2.5,1.5,2.7,0.707317073
2001,Kenny Anderson,BOS,0.848484848,25.7,7.5,2.2,4.1,6.9,0.388,1,0.333,5.9,0.397,2.2,0.831,1.3,0.1,1.6,1.9,0.43902439
2001,Tony Battie,BOS,0.625,21.1,6.5,5.8,0.4,5,0.537,0.1,0,5,0.545,1.7,0.638,0.7,1.5,0.9,3.2,0.43902439
2001,Mark Blount,BOS,0.78125,17.2,3.9,3.6,0.5,3.1,0.505,0,,3.1,0.505,1,0.697,0.6,1.2,1,2.9,0.43902439
2001,Randy Brown,BOS,0.648148148,22.9,4.1,1.8,2.9,4.4,0.422,0.1,0,4.3,0.427,0.7,0.575,1.1,0.2,1,2.4,0.43902439
2001,Paul Pierce,BOS,1,38,25.3,6.4,3.1,18.5,0.454,4.7,0.383,13.8,0.478,9,0.745,1.7,0.8,3.2,3.1,0.43902439
2001,Bryant Stith,BOS,0.948717949,32.1,9.7,3.6,2.2,7.8,0.401,3.1,0.376,4.7,0.417,2.7,0.845,1.2,0.2,1.2,2.3,0.43902439
2001,Antoine Walker,BOS,1,41.9,23.4,8.9,5.5,21.2,0.413,7.4,0.367,13.8,0.439,4.3,0.716,1.7,0.6,3.7,3.1,0.43902439
2001,Doug Christie,SAC,1,36.3,12.3,4.4,3.6,9.7,0.395,3.1,0.376,6.6,0.403,3.9,0.897,2.3,0.6,1.9,2.8,0.670731707
2001,Vlade Divac  *,SAC,1,29.9,12,8.3,2.9,9.3,0.482,0.2,0.286,9.1,0.486,4.3,0.691,1.1,1.1,2.4,3,0.670731707
2001,Peja Stojaković,SAC,1,38.7,20.4,5.8,2.2,15.9,0.47,4.8,0.4,11.1,0.501,4.2,0.856,1.2,0.2,1.9,1.9,0.670731707
2001,Chris Webber,SAC,1,40.5,27.1,11.1,4.2,23.4,0.481,0.4,0.071,23,0.488,6.6,0.703,1.3,1.7,2.8,3.2,0.670731707
2001,Jason Williams,SAC,1,29.7,9.4,2.4,5.4,9,0.407,4,0.315,4.9,0.483,1,0.789,1.2,0.1,2.1,1.5,0.670731707
2001,Shandon Anderson,HOU,1,29.2,8.7,4.1,2.3,7.2,0.446,2.1,0.271,5.1,0.517,2.3,0.734,1,0.5,1.6,2.5,0.548780488
2001,Steve Francis,HOU,0.9875,39.9,19.9,6.9,6.5,15.2,0.451,4.2,0.396,11,0.472,5.5,0.817,1.8,0.4,3.3,3.4,0.548780488
2001,Cuttino Mobley,HOU,0.620253165,38,19.5,5,2.5,15.4,0.434,3.2,0.357,12.2,0.454,6,0.831,1.1,0.3,2.1,2.1,0.548780488
2001,Hakeem Olajuwon  *,HOU,0.948275862,26.6,11.9,7.4,1.2,9.8,0.498,0,0,9.8,0.499,3.4,0.621,1.2,1.5,1.4,2.4,0.548780488
2001,Maurice Taylor,HOU,1,28.6,13,5.5,1.5,11.6,0.489,0.1,0,11.5,0.492,2.3,0.735,0.4,0.6,1.8,3,0.548780488
2001,Dale Davis,POR,0.530864198,26.7,7.2,7.5,1.3,6,0.497,0,0,6,0.501,1.9,0.632,0.5,0.9,0.8,2.5,0.609756098
2001,Scottie Pippen  *,POR,0.9375,33.3,11.3,5.2,4.6,9.3,0.451,2.9,0.344,6.4,0.5,2.5,0.739,1.5,0.5,2.4,2.5,0.609756098
2001,Arvydas Sabonis  *,POR,0.68852459,21.3,10.1,5.4,1.5,8.5,0.479,0.2,0.067,8.2,0.491,2.6,0.776,0.7,1,1.4,2.2,0.609756098
2001,Damon Stoudamire,POR,1,32.4,13,3.7,5.7,11.4,0.434,2.7,0.374,8.7,0.453,2.5,0.831,1.3,0.1,2.3,2.5,0.609756098
2001,Rasheed Wallace,POR,0.974025974,38.2,19.2,7.8,2.8,15.3,0.501,2.1,0.321,13.2,0.53,4.2,0.766,1.2,1.8,2.1,2.7,0.609756098
2001,Bonzi Wells,POR,0.613333333,26.6,12.7,4.9,2.8,9.7,0.533,0.7,0.34,9,0.547,3.2,0.663,1.3,0.3,2.3,2.7,0.609756098
2001,Chucky Atkins,DET,0.925925926,29.2,12,2.1,4.1,11.8,0.399,4.2,0.357,7.6,0.423,1.6,0.692,0.8,0.1,1.8,2.3,0.390243902
2001,Michael Curry,DET,0.852941176,21.8,5.2,1.8,1.9,4.7,0.455,0.1,0.444,4.6,0.455,1.1,0.849,0.4,0,0.9,2.5,0.390243902
2001,Joe Smith,DET,0.855072464,28.1,12.3,7.1,1.1,11.1,0.403,0.1,0,11,0.405,4.2,0.805,0.7,0.7,1.3,3.7,0.390243902
2001,Jerry Stackhouse,DET,1,40.2,29.8,3.9,5.1,24.1,0.402,5.9,0.351,18.2,0.418,10.1,0.822,1.2,0.7,4.1,2,0.390243902
2001,Ben Wallace,DET,1,34.5,6.4,13.2,1.5,5.5,0.49,0.1,0.25,5.4,0.492,3,0.336,1.3,2.3,1.5,2.4,0.390243902
2001,Terrell Brandon,MIN,1,36.2,16,3.8,7.5,14.5,0.451,1.2,0.363,13.4,0.458,2.9,0.871,2.1,0.3,2,1.8,0.573170732
2001,Kevin Garnett  *,MIN,1,39.5,22,11.4,5,18.2,0.477,0.8,0.288,17.4,0.486,5.8,0.764,1.4,1.8,2.8,2.5,0.573170732
2001,Rasho Nesterović,MIN,0.534246575,16.9,4.5,3.9,0.6,4.4,0.461,0,0,4.4,0.462,0.9,0.523,0.3,0.9,0.8,2.6,0.573170732
2001,Anthony Peeler,MIN,0.546666667,28.3,10.5,2.6,2.6,9.8,0.421,3.4,0.391,6.3,0.437,1.2,0.862,1.2,0.2,1.4,2.2,0.573170732
2001,Wally Szczerbiak,MIN,1,34.8,14,5.5,3.2,11.2,0.51,0.9,0.338,10.3,0.526,2.5,0.87,0.7,0.4,1.7,2.8,0.573170732
2001,Elton Brand,CHI,1,39.3,20.1,10.1,3.2,16.4,0.476,0,0,16.4,0.477,6.4,0.708,1,1.6,3,3.3,0.182926829
2001,Bryce Drew,CHI,0.854166667,27.2,6.3,1.4,3.9,6.8,0.379,2.2,0.381,4.6,0.378,0.4,0.737,0.7,0.1,1.4,2.1,0.182926829
2001,Fred Hoiberg,CHI,0.5,30.4,9.1,4.2,3.6,6.7,0.438,3.4,0.412,3.3,0.465,2.1,0.866,1.3,0.2,1,2.1,0.182926829
2001,Ron Mercer,CHI,1,41.6,19.7,3.9,3.3,18.4,0.446,0.8,0.304,17.6,0.452,3.7,0.825,1.3,0.4,2.1,2.4,0.182926829
2001,Brad Miller,CHI,0.789473684,25.2,8.9,7.4,1.9,6.8,0.435,0.1,0.2,6.7,0.438,4,0.743,0.6,0.7,1.3,3.1,0.182926829
2001,Metta World Peace,CHI,0.973684211,31.1,11.9,3.9,3,10.7,0.401,1.9,0.291,8.8,0.426,3.7,0.75,2,0.6,2.1,3.3,0.182926829
2001,Emanual Davis,SEA,0.629032258,20.8,5.8,2.5,2.2,5.1,0.418,2,0.394,3.1,0.435,0.9,0.818,1,0.2,1.2,1.6,0.536585366
2001,Patrick Ewing  *,SEA,1,26.7,9.6,7.4,1.2,8.7,0.43,0,0,8.6,0.431,3.2,0.685,0.7,1.2,1.9,2.9,0.536585366
2001,Rashard Lewis,SEA,1,34.9,14.8,6.9,1.6,11.4,0.48,3.7,0.432,7.7,0.503,2.7,0.826,1.2,0.6,1.7,2.4,0.536585366
2001,Jelani McCoy,SEA,0.628571429,16.3,4.5,3.6,0.8,3.8,0.523,0,,3.8,0.523,1.3,0.441,0.3,0.7,1.1,2,0.536585366
2001,Gary Payton  *,SEA,1,41.1,23.1,4.6,8.1,20.1,0.456,3.4,0.375,16.7,0.472,4.5,0.766,1.6,0.3,2.6,2.3,0.536585366
2001,Tyrone Hill,PHI,0.986842105,31.1,9.6,9,0.6,7.7,0.474,0,0,7.7,0.474,3.6,0.63,0.5,0.4,1.7,3.2,0.682926829
2001,Allen Iverson  *,PHI,1,42,31.1,3.8,4.6,25.5,0.42,4.3,0.32,21.2,0.441,10.1,0.814,2.5,0.3,3.3,2.1,0.682926829
2001,George Lynch,PHI,0.975609756,32.3,8.4,7.2,1.7,7.5,0.445,0.7,0.263,6.8,0.463,2.1,0.719,1.2,0.4,1.3,2.7,0.682926829
2001,Dikembe Mutombo  *,PHI,1,33.7,11.7,12.4,0.8,7.8,0.495,0,,7.8,0.495,5.3,0.759,0.3,2.5,2,2.5,0.682926829
2001,Theo Ratliff,PHI,1,36,12.4,8.3,1.2,9.1,0.499,0,,9.1,0.499,4.3,0.76,0.6,3.7,2.5,3.3,0.682926829
2001,Eric Snow,PHI,1,34.8,9.8,3.3,7.4,8.7,0.418,0.4,0.263,8.3,0.425,3.1,0.792,1.5,0.1,2.5,2.5,0.682926829
2001,Reggie Miller  *,IND,1,39.3,18.9,3.5,3.2,14.5,0.44,5.7,0.366,8.8,0.487,4.3,0.928,1,0.2,1.6,2,0.5
2001,Jermaine O'Neal,IND,0.987654321,32.6,12.9,9.8,1.2,10.7,0.465,0.1,0,10.7,0.468,4.8,0.601,0.6,2.8,2,3.5,0.5
2001,Sam Perkins,IND,0.640625,15.6,3.8,2.6,0.6,3.5,0.381,1.7,0.345,1.8,0.414,0.6,0.842,0.5,0.3,0.3,1,0.5
2001,Jalen Rose,IND,1,40.9,20.5,5,6,17.3,0.457,2.4,0.339,14.8,0.476,4.8,0.828,0.9,0.6,2.9,3.2,0.5
2001,Karl Malone  *,UTA,1,35.7,23.2,8.3,4.5,16.6,0.498,0.1,0.4,16.5,0.499,8.3,0.793,1.1,0.8,3,2.7,0.646341463
2001,Donyell Marshall,UTA,0.604938272,28.7,13.6,7,1.6,10.5,0.503,1.6,0.32,8.9,0.535,3.4,0.751,1,1,1.6,2.4,0.646341463
2001,Olden Polynice,UTA,0.975308642,20,5.3,4.7,0.4,5.1,0.496,0,0,5.1,0.498,0.8,0.262,0.3,1,1,3,0.646341463
2001,Bryon Russell,UTA,0.58974359,31.7,12,4.2,2.1,9,0.44,2.9,0.413,6,0.453,3.7,0.779,1.2,0.3,1.4,2.9,0.646341463
2001,John Starks,UTA,0.853333333,28.3,9.3,2.1,2.4,9.1,0.398,2.4,0.352,6.7,0.415,1.5,0.802,1,0.1,1.3,2.9,0.646341463
2001,John Stockton  *,UTA,1,29.2,11.5,2.8,8.7,7.9,0.504,1.6,0.462,6.3,0.514,3.4,0.817,1.6,0.3,2.5,2.4,0.646341463
2001,Mookie Blaylock,GSW,0.855072464,34.1,11,3.9,6.7,11.6,0.396,3.3,0.324,8.3,0.424,1.1,0.697,2.4,0.3,1.9,1.9,0.207317073
2001,Erick Dampier,GSW,0.604651163,24.1,7.4,5.8,1.4,7.3,0.401,0,0,7.3,0.404,2.9,0.532,0.4,1.3,1.9,2.9,0.207317073
2001,Danny Fortson,GSW,1,33.8,16.7,16.3,0.8,8.3,0.58,0,,8.3,0.58,9,0.778,0.3,0,1.7,3.7,0.207317073
2001,Adonal Foyle,GSW,0.637931034,25.1,5.9,7,0.8,6.5,0.416,0,,6.5,0.416,1.2,0.441,0.5,2.7,1.4,2.3,0.207317073
2001,Larry Hughes,GSW,0.9,36.9,16.5,5.5,4.5,16.1,0.383,1.5,0.187,14.6,0.403,5,0.766,1.9,0.6,3,2.9,0.207317073
2001,Marc Jackson,GSW,0.729166667,29.4,13.2,7.5,1.2,10.6,0.467,0.5,0.217,10.1,0.478,4,0.802,0.7,0.6,1.9,2.9,0.207317073
2001,Antawn Jamison,GSW,1,41.4,24.9,8.7,2,22.1,0.442,2.5,0.302,19.6,0.459,6.5,0.715,1.4,0.3,2.4,2.7,0.207317073
2001,Chris Mills,GSW,0.533333333,32.9,12,6.2,1.2,12.7,0.372,1.7,0.28,11.1,0.386,2.4,0.861,0.6,0.3,1.3,2.9,0.207317073
2001,Chris Porter,GSW,0.68627451,22.5,8.6,3.7,1.2,8.7,0.389,0.1,0,8.6,0.393,2.8,0.667,0.9,0.1,1.2,2.2,0.207317073
2001,Bob Sura,GSW,0.79245283,31.8,11.1,4.3,4.6,9.8,0.39,3.2,0.273,6.5,0.448,3.6,0.714,1,0.2,3,2.4,0.207317073
2001,Chris Dudley,PHO,0.622641509,11.6,1.4,3.5,0.3,1.4,0.397,0,,1.4,0.397,0.7,0.389,0.3,0.5,0.5,2.1,0.62195122
2001,Mario Elie,PHO,0.985294118,22.1,4.4,2.3,1.9,3.6,0.423,1.5,0.36,2.1,0.466,1,0.797,0.9,0.2,0.9,1.6,0.62195122
2001,Anfernee Hardaway,PHO,1,28,9.8,4.5,3.8,9,0.417,2,0.25,7,0.464,2.8,0.636,1.5,0.3,0.8,1.5,0.62195122
2001,Jason Kidd  *,PHO,0.987012987,39.8,16.9,6.4,9.8,14.2,0.411,3,0.297,11.2,0.442,5.2,0.814,2.2,0.3,3.7,2.2,0.62195122
2001,Shawn Marion,PHO,1,36.2,17.3,10.7,2,14.7,0.48,1,0.256,13.6,0.497,3.7,0.81,1.7,1.4,1.6,2.7,0.62195122
2001,Clifford Robinson,PHO,1,33.5,16.4,4.1,2.9,14.5,0.422,3,0.361,11.4,0.439,4.4,0.709,1.1,1,2.3,3.1,0.62195122
2001,Jake Tsakalidis,PHO,0.684210526,16.6,4.5,4.2,0.3,3.8,0.47,0,,3.8,0.47,1.6,0.593,0.2,1,1.2,2.4,0.62195122
2001,Vince Carter,TOR,1,39.7,27.6,5.5,3.9,22.1,0.46,5.3,0.408,16.8,0.477,6.7,0.765,1.5,1.1,2.2,2.7,0.573170732
2001,Antonio Davis,TOR,0.987179487,35,13.7,10.1,1.4,11.1,0.433,0,0,11.1,0.434,5.4,0.754,0.3,1.9,1.7,2.9,0.573170732
2001,Mark Jackson,TOR,1,33.4,8.5,3.4,9.2,7.5,0.422,3.1,0.345,4.4,0.475,1.4,0.842,1.2,0.1,2.2,1.5,0.573170732
2001,Charles Oakley,TOR,0.987179487,35.5,9.6,9.5,3.4,10.1,0.388,0.6,0.224,9.4,0.399,1.9,0.836,1,0.6,1.8,3.3,0.573170732
2001,Morris Peterson,TOR,0.6125,22.6,9.3,3.2,1.3,8.4,0.431,2.1,0.382,6.4,0.447,1.8,0.717,0.8,0.3,1,2.1,0.573170732
2001,Corliss Williamson,TOR,0.738095238,21.1,9.3,3.6,0.8,7.7,0.471,0,0,7.7,0.474,3.1,0.646,0.4,0.3,1.5,2.3,0.573170732
2001,Matt Harpring,CLE,0.982142857,28.8,11.1,4.3,1.8,9.4,0.454,0.9,0.25,8.4,0.477,2.9,0.812,0.8,0.3,1.6,2.9,0.365853659
2001,Zydrunas Ilgauskas,CLE,1,25.7,11.7,6.7,0.8,9.8,0.487,0.1,0,9.7,0.491,3.3,0.679,0.6,1.5,2.5,3.3,0.365853659
2001,Jim Jackson,CLE,0.666666667,29.2,10.3,3.7,2.9,10.6,0.39,1.1,0.238,9.6,0.408,2.2,0.786,0.9,0.2,2.1,2.5,0.365853659
2001,Chris Mihm,CLE,0.728813559,19.8,7.6,4.7,0.3,6.6,0.442,0,0,6.6,0.444,2.1,0.794,0.3,0.9,1.4,2.6,0.365853659
2001,Andre Miller,CLE,1,34.7,15.8,4.4,8,12.2,0.452,0.8,0.266,11.4,0.465,5.5,0.833,1.5,0.3,3.2,2.8,0.365853659
2001,Lamond Murray,CLE,0.58974359,28.5,12.8,4.4,1.6,11.9,0.423,2.1,0.37,9.7,0.434,2.7,0.735,1.1,0.3,1.8,2.2,0.365853659
2001,Wesley Person,CLE,0.5,21.8,7.1,3,1.5,6.6,0.438,1.9,0.405,4.7,0.452,0.7,0.8,0.6,0.3,0.9,1.4,0.365853659
2001,Clarence Weatherspoon,CLE,1,33.8,11.3,9.7,1.3,8.4,0.501,0,,8.4,0.501,3.5,0.79,1,1.3,1.4,2.1,0.365853659
2001,Alan Henderson,ATL,0.575342466,24.8,10.5,5.6,0.7,9.2,0.444,0,0,9.2,0.445,3.7,0.638,0.7,0.4,1.7,2.2,0.304878049
2001,Jim Jackson,ATL,0.823529412,32.4,14.3,4.6,2.9,12.8,0.355,2.2,0.421,10.5,0.341,5,0.859,1.1,0.2,2.8,2.5,0.304878049
2001,Brevin Knight,ATL,0.914893617,29,6.9,3.4,6.1,7.6,0.385,0.2,0.1,7.4,0.393,1.3,0.817,2,0.1,1.8,2.9,0.304878049
2001,Toni Kukoč,ATL,0.823529412,36.4,19.7,5.7,6.2,14.8,0.492,4.6,0.481,10.2,0.497,4.2,0.681,0.8,0.3,3,2.1,0.304878049
2001,Roshown McLeod,ATL,0.735294118,26.7,9.9,3.5,1.7,9.7,0.436,0.6,0.095,9.1,0.46,1.5,0.882,0.7,0.2,1.7,2.6,0.304878049
2001,Nazr Mohammed,ATL,0.678571429,25.6,12.3,9,0.6,10,0.48,0,0,10,0.482,3.5,0.765,0.8,1,2,2.6,0.304878049
2001,Dikembe Mutombo  *,ATL,1,35,9.1,14.1,1.1,7.2,0.477,0,,7.2,0.477,3.1,0.695,0.4,2.8,1.9,2.8,0.304878049
2001,Jason Terry,ATL,0.93902439,37.7,19.7,3.3,4.9,16.7,0.436,3.8,0.395,12.8,0.448,4.4,0.846,1.3,0.1,2.9,2.5,0.304878049
2001,Lorenzen Wright,ATL,0.647887324,28,12.4,7.5,1.2,11.4,0.448,0,0,11.4,0.449,3,0.718,0.6,0.9,1.8,3.3,0.304878049
2001,Bruce Bowen,MIA,0.87804878,32.7,7.6,3,1.6,7.1,0.363,3.7,0.336,3.3,0.394,2,0.609,1,0.6,0.9,3.3,0.609756098
2001,Brian Grant,MIA,0.963414634,33.8,15.2,8.8,1.2,12.3,0.479,0,0,12.3,0.48,4.3,0.797,0.7,0.9,2.1,3.6,0.609756098
2001,Tim Hardaway,MIA,1,33.9,14.9,2.6,6.3,13.5,0.392,6.7,0.366,6.8,0.417,2.4,0.801,1.2,0.1,2.5,2,0.609756098
2001,Eddie Jones,MIA,0.920634921,36.2,17.4,4.6,2.7,13.8,0.445,3.8,0.378,10,0.471,4.3,0.844,1.7,0.9,2.1,2.9,0.609756098
2001,Anthony Mason,MIA,1,40.7,16.1,9.6,3.1,11.9,0.482,0,,11.9,0.482,5.9,0.781,1,0.3,2.2,2.9,0.609756098
2001,Jeff McInnis,LAC,1,35,12.9,2.7,5.5,11.5,0.463,1.8,0.361,9.7,0.482,2,0.807,0.9,0.1,1.4,2.5,0.37804878
2001,Tyrone Nesby,LAC,0.857142857,23.8,7.7,3,0.8,8.8,0.325,3.3,0.217,5.5,0.39,1.6,0.783,0.7,0.3,0.7,2,0.37804878
2001,Lamar Odom,LAC,0.973684211,37.3,17.2,7.8,5.2,13.8,0.46,3.3,0.316,10.4,0.506,5.1,0.679,1,1.6,3.5,3.1,0.37804878
2001,Michael Olowokandi,LAC,1,25.9,8.5,6.4,0.6,8.6,0.435,0,,8.6,0.435,1.9,0.545,0.4,1.3,2.1,3,0.37804878
2001,Cherokee Parks,LAC,0.596153846,16.8,4.8,3.6,0.8,4.5,0.492,0.1,0,4.4,0.504,0.5,0.704,0.4,0.5,0.6,2,0.37804878
2001,Brian Skinner,LAC,0.58974359,15,4.1,4.3,0.5,4.1,0.398,0,,4.1,0.398,1.5,0.542,0.4,0.3,0.8,1.6,0.37804878
2001,P.J. Brown,CHH,0.9875,35.1,8.5,9.3,1.6,7,0.444,0.1,0,7,0.447,2.6,0.852,1,1.2,1.4,3.3,0.56097561
2001,Elden Campbell,CHH,1,30,13.1,7.8,1.3,10.7,0.44,0.1,0,10.6,0.443,5.2,0.709,0.8,1.8,1.8,3.6,0.56097561
2001,Baron Davis,CHH,1,38.9,13.8,5,7.3,11.7,0.427,3.3,0.31,8.3,0.474,4.1,0.677,2.1,0.4,2.8,3.3,0.56097561
2001,Jamal Mashburn,CHH,1,39.3,20.1,7.6,5.4,18.3,0.413,3.8,0.356,14.5,0.428,4.8,0.766,1.1,0.2,2.8,2.4,0.56097561
2001,David Wesley,CHH,1,37.9,17.2,2.7,4.4,15.1,0.422,3.1,0.376,12,0.434,4.1,0.799,1.6,0.2,2.1,2.7,0.56097561
2001,Marcus Camby,NYK,1,33.8,12,11.5,0.8,9.2,0.524,0.1,0.125,9.1,0.53,3.6,0.667,1,2.2,1,3.3,0.585365854
2001,Allan Houston,NYK,1,36.6,18.7,3.6,2.2,15.5,0.449,3.2,0.381,12.3,0.467,3.9,0.909,0.7,0.1,2.1,2.4,0.585365854
2001,Mark Jackson,NYK,0.965517241,27.1,5.9,4.1,5.6,6.2,0.411,1.4,0.31,4.8,0.442,0.6,0.529,0.7,0,2,1.9,0.585365854
