Year,Player,Tm,start_pct,MP,PTS,TRB,AST,FGA,FG%,3PA,3P%,2PA,2P%,FTA,FT%,STL,BLK,TOV,PF,win_pct
2011,Gerald Wallace,CHA,1,39,15.6,8.2,2.4,12.1,0.433,2.2,0.33,9.9,0.456,5.9,0.739,1.2,1,2.1,2.5,0.414634146
2011,Kobe Bryant  *,LAL,1,33.9,25.3,5.1,4.7,20,0.451,4.3,0.323,15.6,0.487,7.1,0.828,1.2,0.1,3,2.1,0.695121951
2011,Andrew Bynum,LAL,0.87037037,27.8,11.3,9.4,1.4,7.6,0.574,0,,7.6,0.574,3.9,0.66,0.4,2,1.4,2.6,0.695121951
2011,Derek Fisher,LAL,1,28,6.8,1.9,2.7,6.5,0.389,1.9,0.396,4.5,0.386,1.3,0.806,1.2,0.1,0.9,2.3,0.695121951
2011,Pau Gasol,LAL,1,37,18.8,10.2,3.3,13.7,0.529,0,0.333,13.6,0.53,5.2,0.823,0.6,1.6,1.7,2.5,0.695121951
2011,Metta World Peace,LAL,1,29.4,8.5,3.3,2.1,8,0.397,2.8,0.356,5.2,0.419,1.7,0.676,1.5,0.4,1.1,2.2,0.695121951
2011,Earl Barron,PHO,0.5,15.3,3,3.3,0.3,4.3,0.235,0,,4.3,0.235,1.7,0.6,0.5,0.3,0.9,2.7,0.487804878
2011,Vince Carter,PHO,0.803921569,27.2,13.5,3.6,1.6,12.3,0.422,4.8,0.366,7.5,0.458,1.9,0.735,0.9,0.3,1.1,2.4,0.487804878
2011,Channing Frye,PHO,0.831168831,33,12.7,6.7,1.2,10.8,0.432,5.7,0.39,5.1,0.479,1.4,0.832,0.6,1,0.9,3.5,0.487804878
2011,Grant Hill  *,PHO,1,30.1,13.2,4.2,2.5,10.3,0.484,1.4,0.395,8.9,0.498,3.2,0.829,0.8,0.4,1.7,2.3,0.487804878
2011,Robin Lopez,PHO,0.835820896,14.8,6.4,3.2,0.1,5.3,0.501,0,,5.3,0.501,1.5,0.74,0.3,0.7,0.7,2.1,0.487804878
2011,Steve Nash  *,PHO,1,33.3,14.7,3.5,11.4,10.8,0.492,2.7,0.395,8.1,0.525,3.3,0.912,0.6,0.1,3.5,1.2,0.487804878
2011,Jason Richardson,PHO,1,31.8,19.3,4.4,1.4,15.6,0.47,5.9,0.419,9.6,0.502,2.9,0.764,1.1,0.1,1.2,1.8,0.487804878
2011,Hedo Türkoğlu,PHO,0.64,25.2,9.5,4,2.3,7.7,0.44,3.9,0.423,3.8,0.458,1.4,0.722,0.7,0.6,1.2,3.1,0.487804878
2011,Andrew Bogut,MIL,1,35.3,12.8,11.1,2,11.4,0.495,0.1,0,11.4,0.497,3.3,0.442,0.7,2.6,1.9,3.3,0.426829268
2011,Carlos Delfino,MIL,0.816326531,32.4,11.5,4.1,2.3,10.5,0.39,5.8,0.37,4.7,0.415,1.5,0.8,1.6,0.2,1.2,1.5,0.426829268
2011,Drew Gooden,MIL,0.514285714,24.6,11.3,6.8,1.3,10.3,0.431,0.6,0.15,9.8,0.447,2.9,0.794,0.6,0.5,1.3,2.8,0.426829268
2011,Ersan İlyasova,MIL,0.566666667,25.1,9.5,6.1,0.9,8.5,0.436,2,0.298,6.4,0.479,1.7,0.894,0.9,0.4,1.1,2.7,0.426829268
2011,Brandon Jennings,MIL,0.968253968,34.4,16.2,3.7,4.8,14.7,0.39,4.8,0.323,9.9,0.422,3.9,0.809,1.5,0.3,2.3,2.1,0.426829268
2011,Luc Mbah a Moute,MIL,0.658227848,26.5,6.7,5.3,0.9,5.4,0.463,0.1,0,5.3,0.47,2.4,0.707,0.9,0.4,1,2.3,0.426829268
2011,John Salmons,MIL,0.95890411,35,14,3.6,3.5,12.3,0.415,3,0.379,9.3,0.427,3.3,0.813,1,0.4,1.9,2.2,0.426829268
2011,Elton Brand,PHI,1,34.7,15,8.3,1.5,12.1,0.512,0,0,12.1,0.512,3.4,0.78,1.1,1.3,1.2,3,0.5
2011,Spencer Hawes,PHI,1,21.2,7.2,5.7,1.5,7,0.465,0.5,0.243,6.6,0.48,1.1,0.534,0.4,0.9,1.2,2.5,0.5
2011,Jrue Holiday,PHI,1,35.4,14,4,6.5,12.2,0.446,2.7,0.365,9.5,0.47,2.5,0.823,1.5,0.4,2.7,2.5,0.5
2011,Andre Iguodala,PHI,1,36.9,14.1,5.8,6.3,11.3,0.445,2.7,0.337,8.6,0.479,4.5,0.693,1.5,0.6,2.1,1.6,0.5
2011,Jodie Meeks,PHI,0.864864865,27.9,10.5,2.3,1.1,7.7,0.425,4.7,0.397,3,0.468,2.3,0.894,0.9,0.1,0.8,1.3,0.5
2011,Shane Battier,HOU,1,30.8,8.6,4.8,2.6,6.9,0.456,3.8,0.391,3.1,0.536,1.3,0.645,0.9,1.2,1.1,2.2,0.524390244
2011,Chuck Hayes,HOU,0.851351351,28.1,7.9,8.1,2.7,6.3,0.527,0,0,6.2,0.529,1.9,0.662,1.1,0.7,1.2,2.7,0.524390244
2011,Kyle Lowry,HOU,0.946666667,34.2,13.5,4.1,6.7,10.8,0.426,4.6,0.376,6.2,0.464,3.3,0.765,1.4,0.3,2.1,2.8,0.524390244
2011,Kevin Martin,HOU,1,32.5,23.5,3.2,2.5,15.8,0.436,5.7,0.383,10.1,0.467,8.4,0.888,1,0.2,2.3,1.9,0.524390244
2011,Yao Ming  *,HOU,1,18.2,10.2,5.4,0.8,7.4,0.486,0,,7.4,0.486,3.2,0.938,0,1.6,1.4,2.6,0.524390244
2011,Luis Scola,HOU,1,32.6,18.3,8.2,2.5,15.3,0.504,0,0,15.2,0.505,3.9,0.738,0.6,0.6,2,3.1,0.524390244
2011,Raja Bell,UTA,0.926470588,30.8,8,2.6,1.7,6.9,0.409,2.8,0.352,4,0.449,1.5,0.892,0.8,0.2,0.9,2.5,0.475609756
2011,Devin Harris,UTA,0.941176471,31.2,15.8,2.4,5.4,11.8,0.413,4.1,0.357,7.7,0.443,5.6,0.811,0.8,0.1,2.9,1.9,0.475609756
2011,Al Jefferson,UTA,1,35.9,18.6,9.7,1.8,16.1,0.496,0,,16.1,0.496,3.5,0.761,0.6,1.9,1.3,2.9,0.475609756
2011,Andrei Kirilenko,UTA,0.96875,31.2,11.7,5.1,3,8.5,0.467,1.5,0.367,6.9,0.489,4.2,0.77,1.3,1.2,1.8,1.8,0.475609756
2011,Paul Millsap,UTA,1,34.3,17.3,7.6,2.5,13,0.531,0.3,0.391,12.7,0.535,4.4,0.757,1.4,0.9,1.9,3.6,0.475609756
2011,Deron Williams,UTA,1,37.9,21.3,3.9,9.7,15.2,0.458,4.9,0.345,10.3,0.511,6.7,0.853,1.2,0.2,3.5,2.9,0.475609756
2011,Richard Hamilton,DET,0.709090909,27.2,14.1,2.3,3.1,12.2,0.429,2.6,0.382,9.6,0.442,3.1,0.849,0.7,0.1,1.6,1.7,0.365853659
2011,Tracy McGrady  *,DET,0.541666667,23.4,8,3.5,3.5,7.1,0.442,1.2,0.341,5.9,0.462,1.8,0.698,0.9,0.5,1.4,1.4,0.365853659
2011,Greg Monroe,DET,0.6,27.8,9.4,7.5,1.3,6.9,0.551,0,0,6.9,0.552,2.9,0.622,1.2,0.6,1,2.5,0.365853659
2011,Tayshaun Prince,DET,1,32.8,14.1,4.2,2.8,12.8,0.473,1.3,0.347,11.6,0.486,2.2,0.702,0.4,0.5,1.1,1.2,0.365853659
2011,Rodney Stuckey,DET,0.771428571,31.2,15.5,3.1,5.2,11.8,0.439,1.3,0.289,10.5,0.457,5.4,0.866,1.1,0.1,2.2,2.5,0.365853659
2011,Ben Wallace,DET,0.907407407,22.9,2.9,6.5,1.3,2.8,0.45,0,0.5,2.7,0.449,1.1,0.333,1,1,0.8,1.5,0.365853659
2011,Chris Wilcox,DET,0.50877193,17.5,7.4,4.8,0.8,5.6,0.581,0,0,5.6,0.583,1.6,0.562,0.5,0.3,0.8,2.5,0.365853659
2011,DeMarcus Cousins,SAC,0.765432099,28.5,14.1,8.6,2.5,12.4,0.43,0.2,0.167,12.2,0.435,5,0.687,1,0.8,3.3,4.1,0.292682927
2011,Samuel Dalembert,SAC,0.575,24.2,8.1,8.2,0.8,7.1,0.473,0,0,7.1,0.474,1.9,0.73,0.5,1.5,1.7,2.8,0.292682927
2011,Tyreke Evans,SAC,0.929824561,37,17.8,4.8,5.6,16.4,0.409,2.6,0.291,13.8,0.432,4.7,0.771,1.5,0.5,3.2,2.5,0.292682927
2011,Francisco García,SAC,0.586206897,23.9,9.7,2.3,1.2,8.2,0.436,3.9,0.362,4.3,0.502,1.3,0.855,0.9,0.8,0.8,2.2,0.292682927
2011,Jason Thompson,SAC,0.52,23.3,8.8,6.1,1.2,7.1,0.507,0,0,7.1,0.51,2.7,0.605,0.4,0.6,1.3,2.8,0.292682927
2011,Marcus Thornton,SAC,0.851851852,38.1,21.3,4.7,3.4,17.5,0.45,5.4,0.361,12.1,0.491,4.4,0.805,1.7,0.2,2.1,2.2,0.292682927
2011,Beno Udrih,SAC,0.810126582,34.6,13.7,3.4,4.9,10.4,0.5,2.3,0.357,8.1,0.54,2.9,0.864,1.2,0.1,1.8,2.3,0.292682927
2011,Darren Collison,IND,1,29.9,13.2,2.8,5.1,11,0.457,1.6,0.331,9.4,0.479,2.9,0.871,1.1,0.2,2.5,1.4,0.451219512
2011,Mike Dunleavy,IND,0.721311475,27.6,11.2,4.5,1.7,8.5,0.462,4.2,0.402,4.4,0.519,2,0.8,0.7,0.5,1.1,1.8,0.451219512
2011,Danny Granger,IND,1,35,20.5,5.4,2.6,15.9,0.425,5.2,0.386,10.8,0.443,5.9,0.848,1.1,0.8,2.6,2.7,0.451219512
2011,Roy Hibbert,IND,0.987654321,27.7,12.7,7.5,2,11,0.461,0,0,10.9,0.463,3.4,0.745,0.4,1.8,2.3,3.2,0.451219512
2011,Josh McRoberts,IND,0.708333333,22.2,7.4,5.3,2.1,5.4,0.547,0.8,0.383,4.5,0.577,1.7,0.739,0.7,0.8,1.3,2.3,0.451219512
2011,Baron Davis,CLE,0.6,25.3,13.9,2.4,6.1,11.9,0.421,5.8,0.414,6.1,0.429,1.8,0.815,1.1,0.4,2.6,1.9,0.231707317
2011,Alonzo Gee,CLE,0.725,24.3,7.4,3.9,0.8,5.9,0.462,1.2,0.347,4.6,0.492,2,0.8,0.8,0.4,1.1,2,0.231707317
2011,J.J. Hickson,CLE,0.825,28.2,13.8,8.7,1.1,11.7,0.458,0.1,0,11.6,0.461,4.6,0.673,0.6,0.7,2.2,2.7,0.231707317
2011,Antawn Jamison,CLE,0.678571429,32.9,18,6.7,1.7,15.6,0.427,4.7,0.346,10.9,0.462,4.2,0.731,0.9,0.5,1.4,2.4,0.231707317
2011,Anthony Parker,CLE,0.902777778,29,8.3,3,3,7.7,0.399,3.2,0.379,4.5,0.412,1.3,0.779,0.9,0.1,1.1,1.5,0.231707317
2011,Anderson Varejão,CLE,1,32.1,9.1,9.7,1.5,7,0.528,0.1,0,6.9,0.533,2.6,0.667,0.9,1.2,1.3,2.8,0.231707317
2011,Mo Williams,CLE,0.944444444,29.6,13.3,2.7,7.1,12.8,0.385,3.8,0.265,9.1,0.436,2.8,0.833,0.9,0.3,2.9,2.5,0.231707317
2011,Devin Harris,NJN,1,31.9,15,2.4,7.6,11.3,0.425,2,0.3,9.3,0.452,5.7,0.84,1.1,0.1,2.9,2.4,0.292682927
2011,Kris Humphries,NJN,0.594594595,27.9,10,10.4,1.1,7.9,0.527,0,0,7.9,0.527,2.6,0.665,0.4,1.1,1.4,2.3,0.292682927
2011,Brook Lopez,NJN,1,35.2,20.4,6,1.6,16,0.492,0,0,16,0.492,6,0.787,0.6,1.5,2.1,2.9,0.292682927
2011,Anthony Morrow,NJN,0.810344828,32,13.2,3,1.2,10.7,0.45,4.5,0.423,6.2,0.469,1.8,0.897,0.3,0.1,0.9,2.3,0.292682927
2011,Travis Outlaw,NJN,0.670731707,28.8,9.2,4,1,8.9,0.375,3.1,0.302,5.8,0.413,2.1,0.772,0.4,0.4,0.9,1.8,0.292682927
2011,Joe Smith,NJN,0.75,6.3,0.5,0.8,0.3,1,0.25,0,,1,0.25,0,,0,0,0.5,0.8,0.292682927
2011,Mario West,NJN,0.5,19.3,3.7,1.8,1.7,3.5,0.429,0.7,0.25,2.8,0.471,0.8,0.6,1.2,0,0.3,2.2,0.292682927
2011,Deron Williams,NJN,1,38,15,4.6,12.8,14.1,0.349,4.9,0.271,9.2,0.391,4.8,0.793,1.3,0.3,3.6,3.2,0.292682927
2012,Marcus Camby,HOU,0.684210526,24.1,7.1,9.3,1.7,6.6,0.484,0.3,0.4,6.4,0.488,1.4,0.423,0.9,1.5,0.5,2,0.515151515
2012,Samuel Dalembert,HOU,0.692307692,22.2,7.5,7,0.5,6.1,0.506,0,0,6.1,0.508,1.7,0.796,0.6,1.7,1.3,2.5,0.515151515
2012,Kyle Lowry,HOU,0.808510638,32.1,14.3,4.5,6.6,10.9,0.409,4.5,0.374,6.4,0.434,4.2,0.864,1.6,0.3,2.8,2.8,0.515151515
2012,Kevin Martin,HOU,1,31.6,17.1,2.7,2.8,13.4,0.413,5.6,0.347,7.8,0.462,4.5,0.894,0.7,0.1,1.8,1.8,0.515151515
2012,Chandler Parsons,HOU,0.904761905,28.6,9.5,4.8,2.1,8.7,0.452,2.8,0.337,5.9,0.507,1.2,0.551,1.2,0.5,1.3,2.3,0.515151515
2012,Luis Scola,HOU,1,31.3,15.5,6.5,2.1,13.5,0.491,0,0,13.4,0.493,3,0.773,0.5,0.4,2.3,3.2,0.515151515
2012,Arron Afflalo,DEN,1,33.6,15.2,3.2,2.4,11.3,0.471,3.6,0.398,7.7,0.504,4,0.798,0.6,0.2,1.4,2.2,0.575757576
2012,Wilson Chandler,DEN,0.75,26.9,9.4,5.1,2.1,9.9,0.392,1.5,0.25,8.4,0.418,1.5,0.833,0.8,0.8,2.3,2.3,0.575757576
2012,Kenneth Faried,DEN,0.847826087,22.5,10.2,7.7,0.8,6.7,0.586,0,,6.7,0.586,3.6,0.665,0.7,1,1.2,2.5,0.575757576
2012,Danilo Gallinari,DEN,0.930232558,31.4,14.6,4.7,2.7,10.8,0.414,4.3,0.328,6.6,0.47,4.9,0.871,1,0.5,1.6,2,0.575757576
2012,Nenê,DEN,0.964285714,29.5,13.4,7.4,2.2,10,0.509,0.1,0,10,0.513,4.8,0.677,1.3,0.9,2.8,2.5,0.575757576
2012,Kosta Koufos,DEN,0.5,16.5,5.5,5.4,0.3,4,0.599,0,,4,0.599,1.1,0.6,0.5,0.9,0.7,2,0.575757576
2012,Ty Lawson,DEN,1,34.8,16.4,3.7,6.6,12.6,0.488,3.3,0.365,9.3,0.531,3.5,0.824,1.3,0.1,2.4,1.5,0.575757576
2012,Timofey Mozgov,DEN,0.795454545,15.6,5.4,4.1,0.5,4.3,0.526,0,,4.3,0.526,1.3,0.684,0.3,1,1.2,2,0.575757576
2012,Raja Bell,UTA,0.970588235,23.4,6.4,1.4,1.1,5.1,0.466,2.6,0.391,2.6,0.54,0.7,0.84,0.4,0.1,0.6,2.3,0.545454545
2012,Devin Harris,UTA,1,27.6,11.3,1.8,5,8.6,0.445,3.4,0.362,5.2,0.498,3.3,0.746,1,0.2,1.9,2.2,0.545454545
2012,Gordon Hayward,UTA,0.878787879,30.5,11.8,3.5,3.1,8.9,0.456,2.4,0.346,6.5,0.496,3.5,0.832,0.8,0.6,1.7,1.6,0.545454545
2012,Al Jefferson,UTA,1,34,19.2,9.6,2.2,17.2,0.492,0.1,0.25,17.1,0.493,2.9,0.774,0.8,1.7,1,2.5,0.545454545
2012,Paul Millsap,UTA,0.96875,32.8,16.6,8.8,2.3,13.5,0.495,0.5,0.226,13,0.505,4,0.792,1.8,0.8,1.8,3.5,0.545454545
2012,Alan Anderson,TOR,0.705882353,27.1,9.6,2,1.5,8.4,0.387,3.6,0.393,4.8,0.383,2,0.853,0.3,0.2,1.5,2.1,0.348484848
2012,Andrea Bargnani,TOR,1,33.3,19.5,5.5,2,15.6,0.432,3.7,0.296,11.9,0.474,5.6,0.873,0.6,0.5,2.2,1.7,0.348484848
2012,José Calderón,TOR,1,33.9,10.5,3,8.8,9,0.457,3,0.371,6,0.5,1.3,0.882,0.9,0.1,2,1.8,0.348484848
2012,DeMar DeRozan,TOR,1,35,16.7,3.3,2,14.3,0.422,1.5,0.261,12.9,0.44,5.3,0.81,0.8,0.3,2,2.6,0.348484848
2012,Aaron Gray,TOR,0.816326531,16.6,3.9,5.7,0.6,3.3,0.516,0,,3.3,0.516,1,0.532,0.4,0.3,1,2.6,0.348484848
2012,Amir Johnson,TOR,0.671875,24.3,7.1,6.4,1.2,5.3,0.576,0.1,0.4,5.2,0.579,1.3,0.69,0.5,1.1,1.5,3.3,0.348484848
2012,James Johnson,TOR,0.64516129,25.2,9.1,4.7,2,8.4,0.45,1,0.317,7.4,0.467,1.9,0.704,1.1,1.4,1.6,2.9,0.348484848
2012,Ben Uzoh,TOR,0.5,22.3,4.8,3.9,3.7,5.9,0.351,0.1,0,5.8,0.355,1.2,0.579,1,0.2,1.2,1.9,0.348484848
2012,Kevin Durant,OKC,1,38.6,28,8,3.5,19.7,0.496,5.2,0.387,14.4,0.535,7.6,0.86,1.3,1.2,3.8,2,0.712121212
2012,Serge Ibaka,OKC,1,27.2,9.1,7.5,0.4,7.4,0.535,0,0.333,7.4,0.536,1.8,0.661,0.5,3.7,1.2,2.7,0.712121212
2012,Kendrick Perkins,OKC,1,26.8,5.1,6.6,1.2,4,0.489,0,,4,0.489,1.7,0.652,0.4,1.1,1.8,2.9,0.712121212
2012,Thabo Sefolosha,OKC,1,21.8,4.8,3,1.1,3.7,0.432,1.7,0.437,2,0.429,1,0.884,0.9,0.4,1,1.9,0.712121212
2012,Russell Westbrook,OKC,1,35.3,23.6,4.6,5.5,19.2,0.457,3,0.316,16.2,0.482,6.3,0.823,1.7,0.3,3.6,2.2,0.712121212
2012,LaMarcus Aldridge,POR,1,36.3,21.7,8,2.4,17.1,0.512,0.2,0.182,16.9,0.516,5,0.814,0.9,0.8,2,2.8,0.424242424
2012,Nicolas Batum,POR,0.576271186,30.4,13.9,4.6,1.4,10.9,0.451,4.6,0.391,6.2,0.496,2.7,0.836,1,1,1.5,1.8,0.424242424
2012,Marcus Camby,POR,1,22.4,3.8,8.9,1.9,4,0.416,0,,4,0.416,1,0.474,0.8,1.4,1.2,2.2,0.424242424
2012,Raymond Felton,POR,0.933333333,31.8,11.4,2.5,6.5,10.7,0.407,3.4,0.305,7.3,0.453,2.1,0.806,1.3,0.2,2.8,2,0.424242424
2012,J.J. Hickson,POR,0.526315789,31.6,15.1,8.3,1.2,11.5,0.543,0.1,0,11.5,0.546,4,0.645,0.6,0.9,1.6,2.2,0.424242424
2012,Wesley Matthews,POR,0.803030303,33.8,13.7,3.4,1.7,11.6,0.412,5.1,0.383,6.5,0.434,2.6,0.86,1.5,0.2,1.1,2.2,0.424242424
2012,Joel Przybilla,POR,0.703703704,16.6,2,5.1,0.2,1.8,0.458,0,,1.8,0.458,0.7,0.611,0.1,0.6,0.8,2.4,0.424242424
2012,Gerald Wallace,POR,1,35.8,13.3,6.6,2.7,10.2,0.472,2.3,0.265,7.9,0.533,3.8,0.776,1.5,0.6,2,2.5,0.424242424
2012,Elton Brand,PHI,1,28.9,11,7.2,1.6,9.7,0.494,0,0,9.7,0.495,1.9,0.733,1,1.6,1.1,2.9,0.53030303
2012,Spencer Hawes,PHI,0.783783784,24.9,9.6,7.3,2.6,8.6,0.489,0.3,0.25,8.3,0.498,1.5,0.727,0.4,1.3,1.5,2.7,0.53030303
2012,Jrue Holiday,PHI,1,33.8,13.5,3.3,4.5,12.8,0.432,2.6,0.38,10.2,0.445,1.8,0.783,1.6,0.3,2.1,2.1,0.53030303
2012,Andre Iguodala,PHI,1,35.6,12.4,6.1,5.5,10.2,0.454,3.1,0.394,7.1,0.481,3.2,0.617,1.7,0.5,1.9,1.5,0.53030303
2012,Jodie Meeks,PHI,0.757575758,24.9,8.4,2.4,0.8,7.1,0.409,4,0.365,3,0.468,1.3,0.906,0.6,0,0.4,1.2,0.53030303
2012,Ray Allen  *,BOS,0.913043478,34,14.2,3.1,2.4,10.7,0.458,5.1,0.453,5.6,0.463,2.3,0.915,1.1,0.2,1.5,1.8,0.590909091
2012,Brandon Bass,BOS,0.661016949,31.7,12.5,6.2,0.9,10.7,0.479,0,,10.7,0.479,2.8,0.81,0.6,0.9,1.1,2.3,0.590909091
2012,Kevin Garnett  *,BOS,1,31.1,15.8,8.2,2.9,13,0.503,0.2,0.333,12.8,0.505,3.2,0.857,0.9,1,1.8,2.4,0.590909091
2012,Jermaine O'Neal,BOS,0.96,22.8,5,5.4,0.4,4.8,0.433,0,,4.8,0.433,1.2,0.677,0.3,1.7,0.8,3.2,0.590909091
2012,Paul Pierce,BOS,1,34,19.4,5.2,4.5,14.6,0.443,4.5,0.366,10.1,0.476,5.6,0.852,1.1,0.4,2.8,2.4,0.590909091
2012,Rajon Rondo,BOS,1,36.9,11.9,4.8,11.7,10.8,0.448,0.8,0.238,10,0.464,3.4,0.597,1.8,0.1,3.6,1.9,0.590909091
2012,Tony Allen,MEM,0.982758621,26.3,9.8,4,1.4,7.7,0.469,0.4,0.308,7.3,0.479,3,0.8,1.8,0.6,1.6,2.4,0.621212121
2012,Mike Conley,MEM,0.983870968,35.1,12.7,2.5,6.5,11,0.433,2.6,0.377,8.5,0.45,2.5,0.861,2.2,0.2,2,2.1,0.621212121
2012,Marc Gasol,MEM,1,36.5,14.6,8.9,3.1,11.4,0.482,0.2,0.083,11.2,0.489,4.9,0.748,1,1.9,1.9,3.1,0.621212121
2012,Rudy Gay,MEM,1,37.3,19,6.4,2.3,16.4,0.455,2.7,0.312,13.8,0.482,4,0.791,1.5,0.8,2.5,2.1,0.621212121
2012,Marreese Speights,MEM,0.9,22.4,8.8,6.2,0.8,8.1,0.453,0.1,0,8.1,0.456,1.8,0.771,0.4,0.5,1.2,2.5,0.621212121
2012,Andray Blatche,WAS,0.5,24.1,8.5,5.8,1.1,9.4,0.38,0.3,0.286,9.2,0.382,1.9,0.673,0.8,0.7,1.4,2.1,0.303030303
2012,Trevor Booker,WAS,0.64,25.2,8.4,6.5,0.8,6.8,0.531,0,0.5,6.8,0.531,1.9,0.602,1,0.9,1.2,2.8,0.303030303
2012,Jordan Crawford,WAS,0.5,27.4,14.7,2.6,3,13.6,0.4,4.3,0.289,9.4,0.451,3.2,0.793,0.9,0.1,2.2,1.7,0.303030303
2012,Nenê,WAS,0.545454545,25.8,14.5,7.5,1.7,10.2,0.607,0.2,0,10,0.618,3.2,0.657,0.5,1.2,1.7,2.4,0.303030303
2012,Rashard Lewis,WAS,0.535714286,26,7.8,3.9,1,7.9,0.385,2.4,0.239,5.5,0.448,1.3,0.838,0.8,0.4,1.1,1.8,0.303030303
2012,JaVale McGee,WAS,0.975609756,27.4,11.9,8.8,0.6,9.8,0.535,0,,9.8,0.535,2.8,0.5,0.6,2.5,1.7,2.9,0.303030303
2012,Chris Singleton,WAS,0.772727273,21.7,4.6,3.5,0.7,4.7,0.372,1.9,0.346,2.8,0.389,0.7,0.682,1.1,0.5,0.6,2.7,0.303030303
2012,John Wall,WAS,1,36.2,16.3,4.5,8,13.5,0.423,0.6,0.071,12.9,0.44,6.1,0.789,1.4,0.9,3.9,2.1,0.303030303
2012,Nick Young,WAS,0.8,30.3,16.6,2.4,1.2,14.8,0.406,4.9,0.371,9.9,0.424,3.3,0.862,0.8,0.3,1.5,2.3,0.303030303
2012,Trevor Ariza,NOH,1,32.9,10.8,5.2,3.3,9.8,0.417,2.1,0.333,7.7,0.44,2.5,0.775,1.7,0.6,1.9,1.8,0.318181818
2012,Marco Belinelli,NOH,0.833333333,29.8,11.8,2.6,1.5,10.4,0.417,4.3,0.377,6.1,0.445,2,0.783,0.7,0.1,1,1.7,0.318181818
2012,Eric Gordon,NOH,1,34.4,20.6,2.8,3.4,15.6,0.45,4.4,0.25,11.1,0.53,7.2,0.754,1.4,0.4,2.7,2.2,0.318181818
2012,Jarrett Jack,NOH,0.866666667,34,15.6,3.9,6.3,13,0.456,2.5,0.348,10.5,0.482,3.3,0.872,0.7,0.2,2.4,2.1,0.318181818
2012,Chris Kaman,NOH,0.70212766,29.2,13.1,7.7,2.1,12.7,0.446,0,,12.7,0.446,2.3,0.785,0.5,1.6,2.7,2.3,0.318181818
2012,Emeka Okafor,NOH,1,28.9,9.9,7.9,0.9,7.9,0.533,0,,7.9,0.533,2.7,0.514,0.6,1,1.4,2.7,0.318181818
2012,Jason Smith,NOH,0.725,23.7,9.9,4.9,0.9,8.7,0.52,0.2,0.111,8.5,0.531,1.2,0.702,0.5,1,1,2.6,0.318181818
2012,Darren Collison,IND,0.933333333,31.3,10.4,3.1,4.8,8.7,0.44,1.6,0.362,7.2,0.457,2.6,0.83,0.8,0.2,1.9,1.7,0.636363636
2012,Paul George,IND,1,29.7,12.1,5.6,2.4,9.7,0.44,3.5,0.385,6.1,0.472,2.8,0.802,1.6,0.6,1.8,2.9,0.636363636
2012,Danny Granger,IND,1,33.3,18.7,5,1.8,15.2,0.416,5.2,0.381,10,0.434,4.7,0.873,1,0.6,1.8,2.3,0.636363636
2012,Roy Hibbert,IND,1,29.8,12.8,8.8,1.7,10.3,0.497,0,0,10.3,0.498,3.7,0.711,0.5,2,2,3,0.636363636
2012,David West,IND,1,29.2,12.8,6.6,2.1,10.8,0.487,0.1,0.222,10.7,0.491,2.7,0.807,0.8,0.7,1.4,2.4,0.636363636
2012,DeJuan Blair,SAS,0.96875,21.3,9.5,5.5,1.2,7.9,0.534,0,0,7.9,0.535,1.9,0.613,0.9,0.2,1.4,2.6,0.757575758
2012,Tim Duncan  *,SAS,1,28.2,15.4,9,2.3,12.6,0.492,0.1,0,12.6,0.495,4.3,0.695,0.7,1.5,1.7,1.7,0.757575758
2012,Danny Green,SAS,0.575757576,23.1,9.1,3.5,1.3,7.2,0.442,3.5,0.436,3.7,0.449,1.5,0.79,0.9,0.7,1,1.6,0.757575758
2012,Richard Jefferson,SAS,1,28.5,9.2,3.5,1.3,7.8,0.414,4.6,0.421,3.1,0.403,1.2,0.7,0.6,0.3,0.8,2,0.757575758
2012,Kawhi Leonard,SAS,0.609375,24,7.9,5.1,1.1,6.3,0.493,1.7,0.376,4.6,0.536,1.4,0.773,1.3,0.4,0.7,1.4,0.757575758
2012,Tony Parker,SAS,1,32.1,18.3,2.9,7.7,14.8,0.48,1,0.23,13.8,0.498,4.7,0.799,1,0.1,2.6,1.3,0.757575758
2012,Ryan Anderson,ORL,1,32.2,16.1,7.7,0.9,12.4,0.439,6.9,0.393,5.5,0.496,2.8,0.877,0.8,0.4,0.9,2.4,0.560606061
2012,Dwight Howard,ORL,1,38.3,20.6,14.5,1.9,13.4,0.573,0.1,0,13.3,0.579,10.6,0.491,1.5,2.1,3.2,2.9,0.560606061
2012,Jameer Nelson,ORL,1,29.9,11.9,3.2,5.7,10.6,0.427,4.1,0.377,6.6,0.459,1.5,0.807,0.7,0.1,2.4,2.3,0.560606061
2012,Jason Richardson,ORL,1,29.5,11.6,3.6,2,11,0.408,5.1,0.368,5.9,0.442,1.3,0.594,1,0.4,1.1,1.7,0.560606061
2012,Hedo Türkoğlu,ORL,1,31.2,10.9,3.8,4.4,9.5,0.415,4.9,0.353,4.6,0.48,1.8,0.705,0.8,0.3,2.7,2.6,0.560606061
2012,Carmelo Anthony,NYK,1,34.1,22.6,6.3,3.6,18.6,0.43,3.7,0.335,14.9,0.454,6.7,0.804,1.1,0.4,2.6,2.8,0.545454545
2012,Tyson Chandler,NYK,1,33.2,11.3,9.9,0.9,5.7,0.679,0,0,5.7,0.683,5.1,0.689,0.9,1.4,1.6,3,0.545454545
