teamID,yearID,total_payroll,winning_pct,franchID,W,G
OAK,2009,61910000,46.2962963,OAK,75,162
SEA,2009,98904166,52.4691358,SEA,85,162
TBA,2009,63313034,51.85185185,TBD,84,162
TEX,2009,68178798,53.7037037,TEX,87,162
TOR,2009,80538300,46.2962963,TOR,75,162
ARI,2009,73115666,43.20987654,ARI,70,162
ATL,2009,96726166,53.08641975,ATL,86,162
CHN,2009,134809000,51.55279503,CHC,83,161
CIN,2009,73558500,48.14814815,CIN,78,162
COL,2009,75201000,56.79012346,COL,92,162
FLO,2009,36834000,53.7037037,FLA,87,162
HOU,2009,102996414,45.67901235,HOU,74,162
LAN,2009,100414592,58.64197531,LAD,95,162
MIL,2009,80182502,49.38271605,MIL,80,162
NYN,2009,149373987,43.20987654,NYM,70,162
PHI,2009,113004046,57.40740741,PHI,93,162
PIT,2009,48693000,38.50931677,PIT,62,161
SDN,2009,43333700,46.2962963,SDP,75,162
SFN,2009,83026450,54.32098765,SFG,88,162
SLN,2009,88528409,56.17283951,STL,91,162
WAS,2009,59928000,36.41975309,WSN,59,162
BAL,2010,81612500,40.74074074,BAL,66,162
BOS,2010,162447333,54.9382716,BOS,89,162
CHA,2010,105530000,54.32098765,CHW,88,162
CLE,2010,61203966,42.59259259,CLE,69,162
DET,2010,122864928,50,DET,81,162
KCA,2010,71405210,41.35802469,KCR,67,162
LAA,2010,104963866,49.38271605,ANA,80,162
MIN,2010,97559166,58.02469136,MIN,94,162
NYA,2010,206333389,58.64197531,NYY,95,162
OAK,2010,55254900,50,OAK,81,162
SEA,2010,86510000,37.65432099,SEA,61,162
TBA,2010,71923471,59.25925926,TBD,96,162
TEX,2010,55250544,55.55555556,TEX,90,162
TOR,2010,62234000,52.4691358,TOR,85,162
ARI,2010,60718166,40.12345679,ARI,65,162
ATL,2010,84423666,56.17283951,ATL,91,162
CHN,2010,146609000,46.2962963,CHC,75,162
CIN,2010,71761542,56.17283951,CIN,91,162
COL,2010,84227000,51.2345679,COL,83,162
FLO,2010,57029719,49.38271605,FLA,80,162
HOU,2010,92355500,46.91358025,HOU,76,162
LAN,2010,95358016,49.38271605,LAD,80,162
MIL,2010,81108278,47.5308642,MIL,77,162
NYN,2010,134422942,48.7654321,NYM,79,162
PHI,2010,141928379,59.87654321,PHI,97,162
PIT,2010,34943000,35.18518519,PIT,57,162
SDN,2010,37799300,55.55555556,SDP,90,162
SFN,2010,98641333,56.79012346,SFG,92,162
SLN,2010,93540751,53.08641975,STL,86,162
WAS,2010,61400000,42.59259259,WSN,69,162
BAL,2011,85304038,42.59259259,BAL,69,162
BOS,2011,161762475,55.55555556,BOS,90,162
CHA,2011,127789000,48.7654321,CHW,79,162
CLE,2011,48776566,49.38271605,CLE,80,162
DET,2011,105700231,58.64197531,DET,95,162
KCA,2011,35712000,43.82716049,KCR,71,162
LAA,2011,138543166,53.08641975,ANA,86,162
MIN,2011,112737000,38.88888889,MIN,63,162
NYA,2011,202275028,59.87654321,NYY,97,162
OAK,2011,66536500,45.67901235,OAK,74,162
SEA,2011,86110600,41.35802469,SEA,67,162
TBA,2011,41053571,56.17283951,TBD,91,162
TEX,2011,92299264,59.25925926,TEX,96,162
TOR,2011,62567800,50,TOR,81,162
ARI,2011,53639833,58.02469136,ARI,94,162
ATL,2011,87002692,54.9382716,ATL,89,162
CHN,2011,125047329,43.82716049,CHC,71,162
CIN,2011,75947134,48.7654321,CIN,79,162
COL,2011,88148071,45.0617284,COL,73,162
FLO,2011,56944000,44.44444444,FLA,72,162
HOU,2011,70694000,34.56790123,HOU,56,162
LAN,2011,104188999,50.93167702,LAD,82,161
MIL,2011,85497333,59.25925926,MIL,96,162
NYN,2011,118847309,47.5308642,NYM,77,162
PHI,2011,172976379,62.96296296,PHI,102,162
PIT,2011,45047000,44.44444444,PIT,72,162
SDN,2011,45869140,43.82716049,SDP,71,162
SFN,2011,118198333,53.08641975,SFG,86,162
SLN,2011,105433572,55.55555556,STL,90,162
WAS,2011,63856928,49.68944099,WSN,80,161
BAL,2012,77353999,57.40740741,BAL,93,162
BOS,2012,173186617,42.59259259,BOS,69,162
CHA,2012,96919500,52.4691358,CHW,85,162
CLE,2012,78430300,41.97530864,CLE,68,162
DET,2012,132300000,54.32098765,DET,88,162
KCA,2012,60916225,44.44444444,KCR,72,162
LAA,2012,154485166,54.9382716,ANA,89,162
MIN,2012,94085000,40.74074074,MIN,66,162
NYA,2012,196522289,58.64197531,NYY,95,162
OAK,2012,55372500,58.02469136,OAK,94,162
SEA,2012,81978100,46.2962963,SEA,75,162
TBA,2012,64173500,55.55555556,TBD,90,162
TEX,2012,120510974,57.40740741,TEX,93,162
TOR,2012,75009200,45.0617284,TOR,73,162
ARI,2012,73804833,50,ARI,81,162
ATL,2012,82829942,58.02469136,ATL,94,162
CHN,2012,88197033,37.65432099,CHC,61,162
CIN,2012,82203616,59.87654321,CIN,97,162
COL,2012,78069571,39.50617284,COL,64,162
HOU,2012,60651000,33.95061728,HOU,55,162
LAN,2012,95143575,53.08641975,LAD,86,162
MIA,2012,118078000,42.59259259,FLA,69,162
MIL,2012,97653944,51.2345679,MIL,83,162
NYN,2012,93353983,45.67901235,NYM,74,162
PHI,2012,174538938,50,PHI,81,162
PIT,2012,62951999,48.7654321,PIT,79,162
SDN,2012,55244700,46.91358025,SDP,76,162
SFN,2012,117620683,58.02469136,SFG,94,162
SLN,2012,110300862,54.32098765,STL,88,162
WAS,2012,80855143,60.49382716,WSN,98,162
BAL,2013,84393333,52.4691358,BAL,85,162
BOS,2013,151530000,59.87654321,BOS,97,162
CHA,2013,120065277,38.88888889,CHW,63,162
CLE,2013,75771800,56.79012346,CLE,92,162
DET,2013,145989500,57.40740741,DET,93,162
HOU,2013,17890700,31.48148148,HOU,51,162
KCA,2013,80091725,53.08641975,KCR,86,162
LAA,2013,124174750,48.14814815,ANA,78,162
MIN,2013,75337500,40.74074074,MIN,66,162
NYA,2013,231978886,52.4691358,NYY,85,162
OAK,2013,60132500,59.25925926,OAK,96,162
SEA,2013,74005043,43.82716049,SEA,71,162
TBA,2013,52955272,56.44171779,TBD,92,163
TEX,2013,112522600,55.82822086,TEX,91,163
TOR,2013,126288100,45.67901235,TOR,74,162
ARI,2013,90132000,50,ARI,81,162
ATL,2013,87871525,59.25925926,ATL,96,162
CHN,2013,100567726,40.74074074,CHC,66,162
CIN,2013,106404462,55.55555556,CIN,90,162
COL,2013,74409071,45.67901235,COL,74,162
LAN,2013,223362196,56.79012346,LAD,92,162
MIA,2013,33601900,38.27160494,FLA,62,162
MIL,2013,76947033,45.67901235,MIL,74,162
NYN,2013,49448346,45.67901235,NYM,74,162
PHI,2013,169863189,45.0617284,PHI,73,162
PIT,2013,77062000,58.02469136,PIT,94,162
SDN,2013,65585500,46.91358025,SDP,76,162
SFN,2013,140180334,46.91358025,SFG,76,162
SLN,2013,92260110,59.87654321,STL,97,162
WAS,2013,113703270,53.08641975,WSN,86,162
BAL,2014,103416000,59.25925926,BAL,96,162
BOS,2014,139019929,43.82716049,BOS,71,162
CHA,2014,81830500,45.0617284,CHW,73,162
CLE,2014,82151899,52.4691358,CLE,85,162
DET,2014,152855500,55.55555556,DET,90,162
HOU,2014,35116300,43.20987654,HOU,70,162
KCA,2014,74594075,54.9382716,KCR,89,162
LAA,2014,121988250,60.49382716,ANA,98,162
MIN,2014,83762500,43.20987654,MIN,70,162
NYA,2014,197543907,51.85185185,NYY,84,162
OAK,2014,72408400,54.32098765,OAK,88,162
SEA,2014,92531100,53.7037037,SEA,87,162
TBA,2014,72689100,47.5308642,TBD,77,162
TEX,2014,112255059,41.35802469,TEX,67,162
TOR,2014,109920100,51.2345679,TOR,83,162
ARI,2014,97861500,39.50617284,ARI,64,162
ATL,2014,97609000,48.7654321,ATL,79,162
CHN,2014,65522500,45.0617284,CHC,73,162
CIN,2014,108217500,46.91358025,CIN,76,162
COL,2014,95403500,40.74074074,COL,66,162
LAN,2014,217014600,58.02469136,LAD,94,162
MIA,2014,41836900,47.5308642,FLA,77,162
MIL,2014,101217000,50.61728395,MIL,82,162
NYN,2014,30750000,48.7654321,NYM,79,162
PHI,2014,180944967,45.0617284,PHI,73,162
PIT,2014,77178000,54.32098765,PIT,88,162
SDN,2014,75685700,47.5308642,SDP,77,162
SFN,2014,20000000,54.32098765,SFG,88,162
SLN,2014,120693000,55.55555556,STL,90,162
WAS,2014,131983680,59.25925926,WSN,96,162
